id	nombre	categoria	vigencia	stock_total	costo_promedio	stock_principal	stock_jenifer	stock_santiago	stock_ricardo	stock_mercado_libre	stock_villa_aburra	stock_apica	stock_el_salvador	stock_desarrollo	stock_no_conformes
170	PROPOLEO OS 325 grs	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	7657.9	0	0	0	0	0	0	0	0	0	0
171	POLEN DE ABEJA OS 150 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	5	24616.25	5	0	0	0	0	0	0	0	0	0
172	CUCHARA MIELERA GRANDE	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	2	2302.6654	2	0	0	0	0	0	0	0	0	0
173	Muestra Chocolate de mesa 2 porciones	TPT.02. VENTA OTROS	Vigente	9	1867.1873	9	0	0	0	0	0	0	0	0	0
174	TAZA POLEN Y JUGO	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
175	TAZA CHOCOLATE LECHE 7OZ + COMPLEMENTO	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
176	MAQUILA OBTENCION DE NIBS DE CACAO X KG	T09.01. SERVICIOS MAQUILA	Vigente	-No aplica-	4845	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
177	ENMOLDADO DE CHOCOLATE X KG	T09.01. SERVICIOS MAQUILA	Vigente	-No aplica-	5000	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
178	NIBS DE CACAO X KG LT	T01.03. AGROECOLOGICOS GRAL	Vigente	28.55	33181.1238	28.55	0	0	0	0	0	0	0	0	0
179	Empaque mini para muestra de chocolate de mesa	T03.41. CAJAS	Vigente	74	1000	74	0	0	0	0	0	0	0	0	0
18	CHOCOLATE MESA OS BOLSA 200 GRS PORCIONADA (22P)	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	653760.8818	0	0	0	0	0	0	0	0	0	0
180	TAPA METALICA DORADA B.48	T03.01. ENVASES Y TAPAS	Vigente	0	462	0	0	0	0	0	0	0	0	0	0
181	Envase Vidrio R 4267 Flint, 450cc, B.89, C Tapa UNICOR	T999. PRODUCTOS QUE NO SE USAN	Vigente	8	2242	8	0	0	0	0	0	0	0	0	0
183	Azucar de Coco Organica x kg	T01.03. AGROECOLOGICOS GRAL	Vigente	6.27	68088.216	6.27	0	0	0	0	0	0	0	0	0
184	DS STEVIA Sg45 X GR MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	370.4	0	0	0	0	0	0	0	0	0	0
185	Stevia Sg90 xgr	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	480	0	0	0	0	0	0	0	0	0	0
186	DS ALMENDRA DE CACAO RECUBIERTA DE CHOCOLATE X GRAMO MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	0.69	159880.116	0.69	0	0	0	0	0	0	0	0	0
187	CREMA DE MANI OS 230 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	23	24227.9967	23	0	0	0	0	0	0	0	0	0
189	DS AREQUIPE DE MIEL MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	-No aplica-	7412.25	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
19	CHOCOLATE MESA OS BOLSA 135 GRS PORCIONADA (15p)	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
190	DS CREMA DE CHOCOLATE MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
192	DS COBERTURA DE CHOCOLATE MARZO 2024 X KILO	DESARROLLO DE PRODUCTO	Vigente	0	14.893	0	0	0	0	0	0	0	0	0	0
193	MANTECA DE CACAO X KG	T01.03. AGROECOLOGICOS GRAL	Vigente	4.14	73770.1464	4.14	0	0	0	0	0	0	0	0	0
194	DS NUEZ DEL BRASIL X GRAMO MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
195	MARAÑON x KILO MARZO 2024	T01.03. AGROECOLOGICOS GRAL	Vigente	0.51	50078.161	0.51	0	0	0	0	0	0	0	0	0
196	MACADAMIA TOSTADA X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	1.67	98190.8405	1.67	0	0	0	0	0	0	0	0	0
197	DS SEMILLA DE CALABAZA MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
198	DS SOYA TOSTADA MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
199	DS LECITINA 60 CC. MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	60	1237.2379	0	0	0	0	0	0	0	0	60	0
20	POLEN DE ABEJA OS 80grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	12	26212.6279	12	0	0	0	0	0	0	0	0	0
200	MOLDE POLICARBONATO FORMA CACAITO	T05.02. A.F. MOLDES	Vigente	2	55000	2	0	0	0	0	0	0	0	0	0
201	ESPATULA BLANCA	T05.03. HERRAMIENTAS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
202	REJILLA COCINA	T05.02. A.F. MOLDES	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
203	TAPETE SILICONA	T05.02. A.F. MOLDES	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
204	DS MOSTAZA AMARILLA MARZO 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	500	0	0	0	0	0	0	0	0	0	500	0
205	JENGIBRE EN POLVO X Kg	T01.03. AGROECOLOGICOS GRAL	Vigente	0	18.8106	0	0	0	0	0	0	0	0	0	0
206	DS FRUTAS DESHIDRATADAS 250 GR MARZO 2024	DESARROLLO DE PRODUCTO	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
207	CHOCOLATE EN POLVO X Kg	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	76.3281	0	0	0	0	0	0	0	0	0	0
208	Envase Vidrio R mb110h Flint, 110cc, B. 46 UNICOR	T03.01. ENVASES Y TAPAS	Vigente	0	816.249	0	0	0	0	0	0	0	0	0	0
209	DS ROMERO EN RAMA X KG	DESARROLLO DE PRODUCTO	Vigente	0	7429.0912	0	0	0	0	0	0	0	0	0	0
21	PROPOLEO OS 150 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	7	8542.0573	7	0	0	0	0	0	0	0	0	0
210	TERMOMIX	T05.03. HERRAMIENTAS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
211	REFINADORA CHOCOLATE PREMIER1	T05.03. HERRAMIENTAS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
212	Bicarbonato x gramo	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
213	Sal Común x Gramo	T999. PRODUCTOS QUE NO SE USAN	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
214	Caramelo de miel pulverizado x gramo	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	32	0	0	0	0	0	0	0	0	0	0
215	Caramelo de panela x gramo	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
216	ABAS TOSTADAS X KG	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	33	0	0	0	0	0	0	0	0	0	0
217	PITAHAYA DESHIDRATADA X GRAMO	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	190	0	0	0	0	0	0	0	0	0	0
218	PIÑA DESHIDRATADA X GRAMO	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	100	0	0	0	0	0	0	0	0	0	0
219	AJONJOLÍ TOSTADO X GRAMO	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	26	0	0	0	0	0	0	0	0	0	0
22	DULCE DE LECHE MIEL OS 130 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
220	BANANO DESHIDRATADO X GRAMO	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	137	0	0	0	0	0	0	0	0	0	0
221	PISTOLA DE CALOR RANGER	T05.03. HERRAMIENTAS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
222	TELA YUTE  ANCHOO 1.5 X METRO	T999. PRODUCTOS QUE NO SE USAN	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
223	TELA CABUYA FIQUE ANCHO 1,2 X METRO	T999. PRODUCTOS QUE NO SE USAN	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
224	CABUYA TAMBOR X 25METROS	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
227	DS Aceite de Coco X kg	DESARROLLO DE PRODUCTO	Vigente	0	52300	0	0	0	0	0	0	0	0	0	0
229	DS JENGIBRE RAIZ X KG	DESARROLLO DE PRODUCTO	Vigente	0	20835.0733	0	0	0	0	0	0	0	0	0	0
23	AREQUIPE MIEL OS 130 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	6615.98	0	0	0	0	0	0	0	0	0	0
230	DS MIEL VAINILLA CARAMELIZADA 2024	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
231	POLEN DE ABEJA OS 320 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	8	42972.8154	8	0	0	0	0	0	0	0	0	0
232	Envase Vidrio MB50H Flint, 50cc, B. 46 C Tapa UNICOR	T03.01. ENVASES Y TAPAS	Vigente	4	827	4	0	0	0	0	0	0	0	0	0
233	Envase Vidrio MB30R Flint, 30cc, B. 41 C Tapa UNICOR	T03.01. ENVASES Y TAPAS	Vigente	0	784	0	0	0	0	0	0	0	0	0	0
234	Espátula Alta Temperatura 16pulg.	T05.03. HERRAMIENTAS	Vigente	1	31933	1	0	0	0	0	0	0	0	0	0
235	EXHIBIDOR MEDIANO MADERA 2 NIVELES	XMATERIAL DE APOYO VENTAS POP	Vigente	-No aplica-	35000	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
236	Flete Mercadolibre	T09.06. SERVICIOS LOGISTICA	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
237	PROPOLEO OS 600 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	34407.3337	0	0	0	0	0	0	0	0	0	0
238	Infusión de Cacao con Menta y Polen 200 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	13	11455.6305	12	0	0	0	0	0	0	0	0	1
239	Miel Os Vidrio 1000 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	4	23950.3095	4	0	0	0	0	0	0	0	0	0
24	CREMA DE CHOCOLATE ARTESANAL OS 250 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
240	Miel OS Panal 640 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	2	32064.0834	0	0	0	0	0	0	0	0	0	2
241	CREMA DE MANI OS 500 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	13	45017.1226	13	0	0	0	0	0	0	0	0	0
242	AREQUIPE MIEL OS 230 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	10208	0	0	0	0	0	0	0	0	0	0
244	PANELA PULVERIZADA X KG	DESARROLLO DE PRODUCTO	Vigente	9.32	1214.6179	9.32	0	0	0	0	0	0	0	0	0
245	EXHIBIDOR GRANDE MADERA 3 NIVELES	XMATERIAL DE APOYO VENTAS POP	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
246	HABLADOR EN ACRILICO BASE MADERA	XMATERIAL DE APOYO VENTAS POP	Vigente	4	0	4	0	0	0	0	0	0	0	0	0
248	Miel Os Bolsa 700 grs	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
25	CREMA DE MANI OS 130 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	27	24616.9458	27	0	0	0	0	0	0	0	0	0
250	SAL ROSADA DEL HIMALAYA X KG	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	205.5821	0	0	0	0	0	0	0	0	0	0
251	EXHIBIDOR PEQUEÑO MADERA 1 NIVEL	XMATERIAL DE APOYO VENTAS POP	Vigente	-No aplica-	2666.6667	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
252	BOLSA PLANA FLEXIBLE 25X35cms con valvula	T03.31. BOLSAS PLASTICAS	Vigente	36	774.8002	36	0	0	0	0	0	0	0	0	0
253	BOLSA FLEX UP 16 X 26 CON VALVULA	T03.31. BOLSAS PLASTICAS	Vigente	11	589.229	11	0	0	0	0	0	0	0	0	0
254	BOLSA PLANA FLEXIBLE15 X 20 CM CON VALVULA	T03.31. BOLSAS PLASTICAS	Vigente	15	272.53	15	0	0	0	0	0	0	0	0	0
255	BOLSA DE PAPEL ANTIGRASA 2LB X 100UDS	T999. PRODUCTOS QUE NO SE USAN	Vigente	-No aplica-	12353	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
256	BOLSA PAPEL CON CARGADERA 50uds 23.5 x12 x 33 SIGMAPLAST	T03.31. BOLSAS DE PAPEL	Vigente	0	1	0	0	0	0	0	0	0	0	0	0
257	PLATO CANOA BAMBÚ 10CMS 25uds SIGMAPLAST	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	-No aplica-	22400	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
258	ROLLO EXTENSIBLE PLASTICO ALIMENTOS RAP 300M	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	-No aplica-	16500	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
259	TOALLA DE PAPEL PARA COCINA x 3 Rollos	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	-No aplica-	11000	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
26	CHOCOLATE MESA OS BOLSA 300 GRS PORCIONADA (33p)	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	17409.9071	0	0	0	0	0	0	0	0	0	0
260	PAPEL PARAFINADO ROLLO X 100M EMPAQUES Y DESECHABLES LA MAYORISTA	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	0	20000	0	0	0	0	0	0	0	0	0	0
261	ALMENDRA DE CACAO TOSTADA X KILO	T01.04. CACAO/CAFE ALMENDRAS ECOLOGICO	Vigente	6	15000	6	0	0	0	0	0	0	0	0	0
262	ETIQUETA MIEL 640 X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	94	300	94	0	0	0	0	0	0	0	0	0
263	ETIQUETA MIEL 1000 X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	244	318.9747	244	0	0	0	0	0	0	0	0	0
264	ETIQUETA CREMA DE MANÍ 500 X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	95	291.6083	95	0	0	0	0	0	0	0	0	0
267	CAJA KIT VENTANA PEQUEÑA X UNIDAD	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	3000	0	0	0	0	0	0	0	0	0	0
268	VITRINA RODAJA MADERA	XMATERIAL DE APOYO VENTAS POP	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
269	PINCHO PINZA BAMBÚ BE-GREEN PARA DEGUSTACIÓN X 20UDS	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	-No aplica-	4202	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
27	INFUSION DE CACAO OS CON MENTA, POLEN X 100 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	3213.08	0	0	0	0	0	0	0	0	0	0
270	MOLDE POLICARBONATO AMAZON FIGURAS 9 - 12g X UNIDAD	T05.02. A.F. MOLDES	Vigente	19	52105.2621	19	0	0	0	0	0	0	0	0	0
271	MOLDE POLICARBONATO AMAZON TABLETA  CUADRICULA X UNIDAD	T05.02. A.F. MOLDES	Vigente	16	11562.5	16	0	0	0	0	0	0	0	0	0
272	Chocolate Puro Cacao 250 grs Bombones LT	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	1	19691.7143	1	0	0	0	0	0	0	0	0	0
274	DS CREMA DE AVELLANAS X KG	DESARROLLO DE PRODUCTO	Vigente	0.46	72	0	0	0	0	0	0	0	0	0.46	0
275	CHOCOBEETAL X KG	T01.03. AGROECOLOGICOS GRAL	Vigente	2.85	45003.405	0.49	0	0	0	0	0	0	0	0	2.36
276	DS Miel OS bolsa con válvula x Gramo	DESARROLLO DE PRODUCTO	Vigente	0	86.686	0	0	0	0	0	0	0	0	0	0
277	DS Miel y Polen x gramo	DESARROLLO DE PRODUCTO	Vigente	0	72.238	0	0	0	0	0	0	0	0	0	0
278	MIX FRUTOS SECOS SELECCIONADOS 200 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	17325	0	0	0	0	0	0	0	0	0	0
279	CHOCOLATE 100% 24 HORAS TABLETAS 100g	DESARROLLO DE PRODUCTO	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
28	CREMA DE CHOCOLATE ARTESANAL OS 130 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	6399.67	0	0	0	0	0	0	0	0	0	0
280	BATA DESECHABLE POLIPROPILENO X UNIDAD	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	10	4899.75	10	0	0	0	0	0	0	0	0	0
281	GORRO DESECHABLE BLANCO X 100 UNIDADS	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	1	18997.5	1	0	0	0	0	0	0	0	0	0
282	GUANTES DE NITRILO TALLA M CAJA X 50 PARES	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	1	32997.5	1	0	0	0	0	0	0	0	0	0
283	Etiquetas chocolate Bombon 250g Delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	136	1297.56	136	0	0	0	0	0	0	0	0	0
284	Etiquetas Infusión 200g Delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	18	2326.6485	18	0	0	0	0	0	0	0	0	0
285	DS COBERTURA MIEL X KILO	DESARROLLO DE PRODUCTO	Vigente	0	38045.5645	0	0	0	0	0	0	0	0	0	0
286	Amonio Cuaternario x litro (Limpieza y desinfección)	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	1	12700	1	0	0	0	0	0	0	0	0	0
287	Papel kraf 150g cortado Tamaño carta Pliego (100x70 CMS)	DESARROLLO DE PRODUCTO	Vigente	-No aplica-	750	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
288	Papel Kraf 120g cortado Tamaño carta pliego x 9uds	DESARROLLO DE PRODUCTO	Vigente	-No aplica-	650	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
289	Etiqueta Nibs de cacao 200g delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	57	1307.739	57	0	0	0	0	0	0	0	0	0
290	Etiqueta Miel 150	T03.21. ETIQUETAS ADESIVAS	Vigente	100	300	100	0	0	0	0	0	0	0	0	0
291	Etiqueta Miel 275	T03.21. ETIQUETAS ADESIVAS	Vigente	100	300	100	0	0	0	0	0	0	0	0	0
295	Etiqueta Polen 80	T03.21. ETIQUETAS ADESIVAS	Vigente	48	300.0644	48	0	0	0	0	0	0	0	0	0
296	Etiqueta Polen 150	T03.21. ETIQUETAS ADESIVAS	Vigente	53	301.6658	53	0	0	0	0	0	0	0	0	0
297	Etiqueta Polen 320	T03.21. ETIQUETAS ADESIVAS	Vigente	114	300.1736	114	0	0	0	0	0	0	0	0	0
298	Etiqueta Propóleo 150	T03.21. ETIQUETAS ADESIVAS	Vigente	13	300	13	0	0	0	0	0	0	0	0	0
299	Etiqueta Propóleo 265	T03.21. ETIQUETAS ADESIVAS	Vigente	78	300	78	0	0	0	0	0	0	0	0	0
300	Etiqueta Propóleo 600	T03.21. ETIQUETAS ADESIVAS	Vigente	67	287.8857	67	0	0	0	0	0	0	0	0	0
301	Etiqueta Crema de Maní 130	T03.21. ETIQUETAS ADESIVAS	Vigente	93	300	93	0	0	0	0	0	0	0	0	0
302	Etiqueta Crema de Maní 230	T03.21. ETIQUETAS ADESIVAS	Vigente	129	296.9193	129	0	0	0	0	0	0	0	0	0
304	Bowld Metálico de 32cms	T05.03. HERRAMIENTAS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
305	Crema de mani OS degustacion 65 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	16	120577.4601	16	0	0	0	0	0	0	0	0	0
306	Miel OS degustacion 65 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	1	3994.2879	1	0	0	0	0	0	0	0	0	0
307	Propóleo OS degustacion 65 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	16	23938.3916	16	0	0	0	0	0	0	0	0	0
308	NIBS DE CACAO ORGANICO OS 200 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	1	13204.9893	1	0	0	0	0	0	0	0	0	0
309	Bolsa plana flexible transparente 25x40cms	T03.31. BOLSAS PLASTICAS	Vigente	198	374.9762	198	0	0	0	0	0	0	0	0	0
310	Etiqueta Almendra de Cacao 200g delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	13	1358.2156	13	0	0	0	0	0	0	0	0	0
311	ETIQUETA MIX FRUTOS SECOS 200G DELANTERA X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	51	1341.9672	51	0	0	0	0	0	0	0	0	0
312	Etiquetas Chocolate 500g Bombon Delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	48	1681.6526	48	0	0	0	0	0	0	0	0	0
315	ALMENDRA DE CACAO ORGANICO TOSTADA 200 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	19081.2756	0	0	0	0	0	0	0	0	0	0
316	MIX FRUTOS SECOS SELECCIONADOS 100 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	1	1974.9132	0	0	0	0	0	0	0	0	0	1
317	NIBS DE CACAO ORGANICO OS 100 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	13166.765	0	0	0	0	0	0	0	0	0	0
318	ALMENDRA DE CACAO ORGANICO TOSTADA 100 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	13	6877.283	13	0	0	0	0	0	0	0	0	0
319	COBERTURA CHOCOLATE CPM 73% OS X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	2.94	46977.4696	2.94	0	0	0	0	0	0	0	0	0
320	Tableta Chocolate 73p 50 grs CPM	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	62	22254.2659	62	0	0	0	0	0	0	0	0	0
321	CHOCOLATE MESA GRANULADO OS BOLSA 1 KILO	TPT.02. VENTA OTROS	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
322	TAPA METÁLICA B46 X UNIDAD	T03.01. ENVASES Y TAPAS	Vigente	36	202.2222	36	0	0	0	0	0	0	0	0	0
323	PANAL DE ABEJAS X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	0	16500	0	0	0	0	0	0	0	0	0	0
324	ENVASE 500G CON PANAL X UNIDAD	T01.03. AGROECOLOGICOS GRAL	Vigente	0	20975	0	0	0	0	0	0	0	0	0	0
325	ENVASE 230G CON PANAL X UNIDAD	T01.03. AGROECOLOGICOS GRAL	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
326	ENVASE DE 110CC CON PANAL	T01.03. AGROECOLOGICOS GRAL	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
328	Lecitina de Girasol X kg	DESARROLLO DE PRODUCTO	Vigente	0	150	0	0	0	0	0	0	0	0	0	0
329	ETIQUETA MIX FRUTOS SECOS 100G DELANTERA X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	134	679.0869	134	0	0	0	0	0	0	0	0	0
330	ETIQUETA ALMENDRA DE CACAO 100G DELANTERA  X UNIDAD	T03.21. ETIQUETAS ADESIVAS	Vigente	40	981.3908	40	0	0	0	0	0	0	0	0	0
331	ETIQUETA NIBS DE CACAO 100G delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	0	410	0	0	0	0	0	0	0	0	0	0
332	BOLSA DOY PACK PET/FLEXIBLE TRANSP. SIN IMP. 10x18 zipper (alt.recipack)	T03.31. BOLSAS PLASTICAS	Vigente	95	248.2724	95	0	0	0	0	0	0	0	0	0
333	BOLSA PLANA FLEXIBLE SIN IMPRESION TRANSPARENTE 32X42 EMPAQUE MAT. PRIMA	T03.31. BOLSAS PLASTICAS	Vigente	198	465.7683	198	0	0	0	0	0	0	0	0	0
334	DEGUSTACION DOY PACK 45gm Crema de mani	TPT.02. VENTA OTROS	Vigente	0	3573.375	0	0	0	0	0	0	0	0	0	0
335	DEGUSTACION DOY PACK 45gm Miel	TPT.02. VENTA OTROS	Vigente	0	4764.5	0	0	0	0	0	0	0	0	0	0
336	DEGUSTACION DOY PACK 45gm Propoleo	TPT.02. VENTA OTROS	Vigente	0	4764.5	0	0	0	0	0	0	0	0	0	0
337	ENVASE MB50R FLINT 50CCTO B.45 DEGUSTACION REDONDO	T03.01. ENVASES Y TAPAS	Vigente	0	915	0	0	0	0	0	0	0	0	0	0
